大項目,,収支,2023年7月,2023年8月,2023年9月,2023年10月,2023年11月,2023年12月,2024年1月,2024年2月,2024年3月,2024年4月,2024年5月,2024年6月,2024年7月,2024年8月,2024年9月,2024年9月,2024年9月,2024年9月,2024年9月,2024年9月,2024年9月,2024年10月,2024年11月,2024年12月,2025年１月,2025年２月,2025年２月,,,前月比,2024年3月_分析コメント,,,,,,,,,
大項目,,項目,2023年7月,2023年8月,2023年9月,2023年10月,2023年11月,2023年12月,2024年1月,2024年2月,2024年3月,2024年4月,2024年5月,2024年6月,2024年7月,2024年8月,2024年9月,2024年9月,2024年9月,2024年9月,2024年9月,2024年9月,2024年9月,2024年10月,2024年11月,2024年12月,2025年１月,2025年２月,,,,前月比,,,,,,,,,,
件数,,"[""【“超特価”割引】デザイン限界突破3日間合宿""]",,,,,0件,0件,123件,80件,74件,51件,58件 ,123件 ,47件 ,88件 ,35件 ,35件 ,35件 ,35件 ,35件 ,35件 ,35件 ,33件 ,47件 ,61件 ,72件 ,76件 ,,,,4件 ,,←返金考慮後,,,,,,,,
,,"[""【お試し】7日間無料！『デザジュク秘密の部屋』""]",,,,,11件,34件,16件,5件,0件,0件,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,,,,0件 ,,,,,,,,,,
,一括,一括,,,,,6件,10件,0件,13件,5件,15件,10件 ,9件 ,14件 ,19件 ,12件 ,12件 ,12件 ,12件 ,12件 ,12件 ,12件 ,12件 ,18件 ,9件 ,10件 ,8件 ,,,,▲2件,,,,,,,,,,
,CBS,CBS,,,,,,,0件,1件,3件,5件,7件 ,2件 ,0件 ,5件 ,4件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,3件 ,3件 ,4件 ,2件 ,13件 ,,,,11件 ,,,,,,,,,,
,,京都信販,,,,,,,,,,,,,1件 ,1件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,3件 ,1件 ,0件 ,0件 ,4件 ,,,,4件 ,,,,,,,,,,
,頭金10万+24分割,頭金10万+24分割,,,,,,,,,,1件,3件 ,2件 ,2件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,,,,0件 ,,,,,,,,,,
,,頭金20万,,,,,,,,,,1件,0件 ,0件 ,0件 ,0件 ,1件 ,1件 ,1件 ,1件 ,1件 ,1件 ,1件 ,0件 ,0件 ,0件 ,0件 ,0件 ,,,,0件 ,,,,,,,,,,
,,頭金30万,,,,,,,,,,0件,0件 ,0件 ,0件 ,0件 ,1件 ,1件 ,1件 ,1件 ,1件 ,1件 ,1件 ,0件 ,0件 ,0件 ,0件 ,0件 ,,,,0件 ,,,,,,,,,,
,,頭金40万,,,,,,,,,,0件,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,,,,0件 ,,,,,,,,,,
,2分割,2分割,,,,,,,0件,2件,0件,0件,1件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,,,,0件 ,,,,,,,,,,
,6分割,6分割,,,,,1件,1件,0件,2件,0件,0件,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,,,,0件 ,,,,,,,,,,
,12分割,12分割払い,,,,,0件,0件,0件,0件,0件,0件,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,,,,0件 ,,,,,,,,,,
,24分割,24分割払い,,,,,0件,0件,0件,4件,7件,0件,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,,,,0件 ,,,,,,,,,,
,36分割,36分割払い,,,,,18件,16件,0件,3件,0件,0件,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,,,,0件 ,,,,,,,,,,
,50分割,50分割払い,,,,,0件,0件,0件,0件,0件,0件,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,,,,0件 ,,,,,,,,,,
,,合計(バックエンドのみ),,,,,25件,27件,0件,25件,15件,22件,21件,13件,17件,25件,18件,14件,14件,14件,14件,14件,14件,18件,22件,13件,12件,25件,,,,13件 ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大項目,,項目,2023年7月,2023年8月,2023年9月,2023年10月,2023年11月,2023年12月,2024年1月,2024年2月,2024年3月,2024年4月,2024年5月,2024年6月,2024年7月,2024年8月,2024年9月,2024年9月,2024年9月,2024年9月,2024年9月,2024年9月,2024年9月,2024年10月,2024年11月,2024年12月,2025年１月,2025年２月,,,,前月比,,,,,,,,,,
受注売上,一括,一括,,,,,"3,255,800","5,371,400","4,860,200 ","6,706,200 ","2,997,000 ","8,559,000 ","5,974,000 ","5,380,800 ","7,900,500 ","10,878,000 ","6,934,000 ",0 ,0 ,0 ,0 ,0 ,0 ,"6,138,000 ","10,120,000 ","6,352,000 ","7,740,000 ","6,258,242 ",,,,"▲1,481,758",,,,,,,,,,
,CBS,CBS,,,,,,,,,"1,795,500 ","2,394,000 ","3,591,000 ","1,187,900 ",0 ,"2,194,000 ","2,282,000 ",0 ,0 ,0 ,0 ,0 ,0 ,"1,759,090 ","1,795,500 ","3,391,000 ","1,588,000 ","6,384,000 ",,,,"4,796,000 ",,(2024年2月までは一括にカウントしてた),,,,,,,,
,頭金10万+24分割,頭金10万+24分割,,,,,,,,,,"699,280 ","1,997,840 ","699,280 ","799,280 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,0 ,,,,,,,,,,
,頭金20万＋6分割,頭金20万＋6分割,,,,,,,,,,"659,312 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,0 ,,,,,,,,,,
,,頭金30万+24分割,,,,,,,,,,0 ,0 ,0 ,"1,318,560 ",0 ,"400,000 ",,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,,,,,,,,,,
,2分割,6分割払い,,,,,0,0,0 ,0 ,0 ,0 ,"439,940 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,0 ,,,,,,,,,,
,6分割,12分割払い,,,,,0,0,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,0 ,,,,,,,,,,
,24分割,24分割払い,,,,,0,0,0 ,"2,797,120 ","4,835,080 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,0 ,,,,,,,,,,
,36分割,36分割払い,,,,,"12,687,840","11,278,080","10,962,000 ","2,349,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,0 ,,,,,,,,,,
,50分割,50分割払い,,,,,0,0,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,0 ,,,,,,,,,,
,,合計,,,,,"15,943,640","16,649,480","15,822,200","11,852,320","9,627,580","12,311,592","12,002,780","7,267,980 ","10,018,340 ","13,072,000 ","9,616,000 ",0 ,0 ,0 ,0 ,0 ,0 ,"7,897,090 ","11,915,500 ","9,743,000 ","9,328,000 ","12,642,242 ",,,,"3,314,242 ",,,,,,,,,,
,,,,,,,OK,OK,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,▼下記リンクを参照してください！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大項目,,項目,2023年7月,2023年8月,2023年9月,2023年10月,2023年11月,2023年12月,2024年1月,2024年2月,2024年3月,2024年4月,2024年5月,2024年6月,2024年7月,2024年8月,2024年9月,2024年9月,2024年9月,2024年9月,2024年9月,2024年9月,2024年9月,2024年10月,2024年11月,2024年12月,2025年１月,2025年２月,,,,前月比,,,,,,,,,,
広告費用の数値,,センサーズYT広告費,,,,,"6,648,187","¥7,294,687","¥3,469,255","¥3,203,738","¥3,014,965",https://docs.google.com/spreadsheets/d/1W99k59y9qjcjl4I_N_OHO68XGuHiNDtOV1KIVk-A2rc/edit#gid=1070433606&range=A1,,,,,,,,,,,,,0 ,"476,140 ","1,896,368 ","1,934,110 ","476,140 ","476,140 ","476,140 ","37,742 ",,,,,,,,,,
,,"センサーズYT広告からの
バックエンドの成約数",,,,,95件 ,65件 ,21件 ,17件 ,3件 ,,,,,,,,,,,,,,0件 ,0件 ,5件 ,8件 ,0件 ,0件 ,0件 ,0件 ,,,,,,,,,,
,,"センサーズYT広告
バックエンドのCPO",,,,,"69,981","112,226","165,203","188,455","1,003,655",,,,,,,,,,,,,,0 ,0 ,"379,274 ","241,764 ",0 ,0 ,0 ,0 ,,,,,,,,,,
,,"センサーズYT広告からの
デザジュクの成約数",,,,,4件 ,4件 ,1件 ,1件 ,0件 ,,,,,,,,,,,,,,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,0件 ,,,,,,,,,,
,,センサーズFB広告費,,,,,"10,123,875","¥11,292,196","¥12,856,803","¥7,179,655",,,,,,,,,,,,,,,"15,573,649 ","12,992,003 ","11,749,447 ","18,264,280 ","12,992,003 ","12,992,003 ","12,992,003 ","6,514,833 ",,,,,,,,,,
,,"センサーズFB広告からの
バックエンドの成約数",,,,,89件 ,106件 ,111件 ,47件 ,17件 ,,,,,,,,,,,,,,41件 ,32件 ,50件 ,60件 ,32件 ,32件 ,32件 ,10件 ,,,,,,,,,,
